,text,tanggal,bahasa
3401,"Setelah kontak dengan orang + C19

• Jika belom vaksin 2 + booster
- Karantina 5 hari dari terakhir kontak
- Pakai masker selama 10 hari jika di sekitar orang lain
- Di hari ke-5 tes, jika positif lanjut karantina, jika negatif tetap perhatikan gejala selama 10 hari https://t.co/HRBLE0jK8L",2022-02-10 07:05:35+00:00,in
3402,"Naker MPS Dapat Vaksin Booster, Dandim Bojonegoro Ajak Dukung Percepatan Vaksin https://t.co/ubDxxaGfzG",2022-02-10 07:05:12+00:00,in
3403,@satgascovid19id Siang. Ijin tanya. Kalo istri saya sudah vaksin 2x. Terakhir di agustus. Rencana di feb ini akan ke malaysia utk 6 bln. Apa bisa vaksin booster di malaysia nanti jika sdh dapat invitation peduli lindungi?,2022-02-10 07:05:11+00:00,in
3404,"Hadiah balik dari Turki. Tapi alhamdullilah takda demam. Sihat walafiat. Cuma hilang deria bau dan rasa. Thanks to vaksin + booster!! 

Menyesal tak pergi Turki? TAK LANSUNG! And makin membuak buak nak plan untuk next trip lagi ada lah https://t.co/wQfVuLrtiG",2022-02-10 07:05:01+00:00,in
3405,"Agar kasus covid19 tidak terjadi lagi...

Yuk sahabat kujang kita patuhi 5 M dan segera melakukan vaksinasi sebanyak dua dosis dan vaksin booster, agar kita selalu terjaga dari serangan virus covid 19 yang masih merebak di sekitar kita. https://t.co/fygjPiw2MH",2022-02-10 07:04:15+00:00,in
3406,"RT @PGekyun: @CakCaping @Maira_616 Semangat dan support BP2MI 
Yuk kita dukung vaksin booster demi sehat bersama #BP2MI #SikatSindikat @ben…",2022-02-10 07:04:11+00:00,in
3407,"Akhirnya tumbang juga
Padahal abis booster vaksin 😂😂",2022-02-10 07:02:24+00:00,in
3408,"@mamadarling2021 Ma vaksin boosternya apa? aku baru mau besok nih...bbrp review efek booster lbh dahsyat dr yg pertama dan kedua, tp mungkin tiap org beda2 efeknya ya.",2022-02-10 07:01:55+00:00,in
3409,"vaksin Merah Putih rencananya dapat digunakan sebagai vaksin donasi Indonesia untuk dunia internasional ke beberapa negara, khususnya di Benua Afrika. 
Semantara untuk kebutuhan dalam negeri, akan digunakan sebagai booster anak usia 3 tahun hingga 6 tahun.
https://t.co/Jbrs8RNfSp https://t.co/cVv5n6F2LP",2022-02-10 07:00:43+00:00,in
3410,"Badan greges efek vaksin booster, ga demam tapi badan dan sendi sakit semua 🥲",2022-02-10 06:59:49+00:00,in
3411,Hari ini aku udah vaksin booster yeay!!,2022-02-10 06:59:30+00:00,in
3413,bencik bgt ada org yg kontra vaksin lagi (booster) dengan seenaknya beri opini klo itu termasuk bagian dari politik. politik apaan anjjj,2022-02-10 06:58:37+00:00,in
3414,Kuningan udah ada tempat vaksin booster gaksiee,2022-02-10 06:56:52+00:00,in
3415,"@PLindungi halo minn,, tiket vaksin booster saya belum keluar padahal saya udah vaksin ke-2 6 bulan yang lalu. gimana yaa???",2022-02-10 06:56:01+00:00,in
3416,"Vaksin Dosis ke 3 / Booster terbuka untuk umum di Polres Metro Jakarta Utara Jl. Yos Sudarso No. 1 Kel. Rawa Badak Utara Kec. Koja Jakarta Utara.

Ayo, Segera Vaksin !!!

https://t.co/5XVKNOmxXh

Follow instagram kita ☝🏻 https://t.co/WDB3MKj8jj",2022-02-10 06:54:24+00:00,in
3418,"Ini vaksin booster yg tersedia...

Me : 1-2 dan 3 Astrazeneca semua...

Nb: Terkadang gak semua nya tersedia, jadi bisa aja dihari itu ada stocknya moderna, atau pfizer dan astra... Cuma pastinya akan selalu ada diantara dari 3 jenis boosternya.. https://t.co/wdw2BXYvYy",2022-02-10 06:53:39+00:00,in
3419,"4 hari lagi vaksin booster
Jaga pola makan, kurangi begadang, tidak minum minuman manis, olahraga rutin 😶",2022-02-10 06:52:42+00:00,in
3420,I've never been this nervous nak pi ambek vaksin.. makkk tachod nak ambek booster,2022-02-10 06:52:14+00:00,en
3421,"Hallo Sobat BNNK Tangsel... Vaksin Booster sudah tersedia di Tangsel lho. Segera kunjungi fasilitas kesehatan terdekat dan daftarkan diri kalian untuk Vaksin Booster Covid-19.

Ayo Vaksin! 😉

#warondrugs
#bnnktangsel
#vaksinbooster
#humasbnnktangsel
#badannarkotikanasional https://t.co/4efetM3M6n",2022-02-10 06:51:21+00:00,in
3423,@tataraje ow sini gantiin adek gue vaksin booster,2022-02-10 06:50:39+00:00,in
3425,"Got astra zeneca as booster yeay. Vaksin ke3 di tgl anniv ke3 uwuww. Sehat-sehat utk kita semua, happy anniv for us @dzikri_eiger https://t.co/sWO4PyJXXI",2022-02-10 06:49:30+00:00,in
3426,"""Artinya untuk percepatan pelaksanaan uji klinik, sehingga vaksin dapat dsegera diproduksi dan masyarakat damat mengakses sesudah mendapat persetujuan EUA dari BPOM,"" kata Penny.

Klik untuk baca: https://t.co/ON2L4rjK30",2022-02-10 06:49:17+00:00,in
3428,Yukk vaksin booster 💪🏻 https://t.co/ZvbqcLf7Xk,2022-02-10 06:46:28+00:00,tr
3429,"@chaeismygf @micyaeng Ya emang kan dah disebutin KIPI ringan adalah demam. Tapi kalian sebenarnya dah tahu belum sih kandungan vaksin itu apa aja, kok pada nekad mau booster ? Atau dah pernah ada yg kasih tahu ke kalian sbl saya tadi efek2 samping vaksin? 
Kita mau makan bakso aja kepo halal/gak?",2022-02-10 06:46:11+00:00,in
3431,4 jam setelah vaksin booster nggak ada efek apa2 ttp ngang ngong dan hobi makan seperti biasa,2022-02-10 06:45:50+00:00,in
3432,"Vaksin Merah Putih Siap Go Internasional, Diproyeksikan Untuk Booster dan Anak https://t.co/WLQQIkCnSr lewat @radarbogorID",2022-02-10 06:45:42+00:00,in
3433,"Ketua DPRD Kabupaten Kotawaringin Timur, Dra Rinie Anderson menegaskan saat ini sejumlah anggota DPRD Kotawaringin Timur (Kotim) sudah menjalani vaksinasi dosis ketiga atau booster. 

https://t.co/LHLXRZKsve #pdiperjuangan",2022-02-10 06:45:00+00:00,in
3435,eh ga punya nyali mau vaksin booster sekarang,2022-02-10 06:44:34+00:00,in
3436,"Cegah Varian Omicron

Ayoo!! Laksanakan Vaksinasi Dosis 1, Dosis 2, &amp; Booster Di Gerai Vaksin Urkes Polres Aceh Utara Dan Gerai Vaksin Puskesmas Terdekat

Ingat, Tetap Patuhi Protokol Kesehatan Kapanpun Dan Dimanapun

@DivHumas_Polri
@Polripresisi

#bidhumaspoldaaceh https://t.co/LWgTKaZq8O",2022-02-10 06:43:35+00:00,in
3438,Kelar vaksin booster guys. Stay safe smuanyaa https://t.co/9HiRxsIhCv,2022-02-10 06:42:48+00:00,in
3439,Abis vaksin booster langsung kerja kejar deadline gpp aku gpp 🙃,2022-02-10 06:42:28+00:00,in
3440,wes vaksin booster ta durung? vaksino ben hidup bahagia sdf! pak luhut dewe sing ngomong,2022-02-10 06:42:27+00:00,in
3441,"@indoseputarinfo Belum nih min, btw aku mah siap² aja kalau disuruh utk vaksin booster👍",2022-02-10 06:42:25+00:00,in
3442,RT @ManassaDaeng: BP2MI bekerja sama dgn KASN dan Kemenkes menggelar vaksinasi booster 679 orang dari lingkungan BP2MI dan 148 orang dari l…,2022-02-10 06:42:16+00:00,in
3444,"Tak hanya akan digunakan sebagai vaksin booster di dalam negeri, namun juga akan dihibahkan ke luar negeri.

Judul beritanya gak pas nih @KompasTV. Kalo pake judul begini  biasanya suka ditelan mentah2 sama Nghadrun.

😁😁😁😁

https://t.co/veHC7rr27c",2022-02-10 06:41:45+00:00,in
3447,Adakah demam di sebabkan vaksin/booster boleh berjangkit kpd orang lain juga?,2022-02-10 06:40:53+00:00,in
3449,"oh btw! thank you for asking about me! the vaccination went well hehe cuma rada pegel dan pusing bgt but im fineee😁 temen2 yg udh bisa booster, segera vaksin ya!!!",2022-02-10 06:39:22+00:00,in
3450,"Tak Henti-Henti Nya Babinsa Koramil Kebonarum Kawal Pelaksanaan Vaksin Booster

https://t.co/VCKkqyte6D

#tniad
#suaradiponegoro
#bersamarakyattnikuat https://t.co/OUi0JSfvZB",2022-02-10 06:38:55+00:00,in
3451,"@TimpalBali Vaksin di Niki Klinik Gatsu
Tadi abis booster di sana",2022-02-10 06:38:15+00:00,in
3452,"Kehadiran Covid-19 dengan varian baru Omicron, menimbulkan banyak pertanyaan di masyarakat. 

Yuk! Kupas Tuntas Omicron &amp; Vaksin Booster bareng dr. Adam Prabata yang ditemani moderator cantik dr. Syarifah Jannatin Aliyah. 

Don't miss it yaa Sob

#AktivitasTanpaBatas
#Omicron https://t.co/RXpp5rsJEg",2022-02-10 06:37:56+00:00,in
3453,"@DewiLia02 Samaa, abis vaksin booster pegel semua",2022-02-10 06:37:42+00:00,in
3454,"Dan Pfizer kata vaksin untuk Omicron dijangka dikeluarkan bulan depan Mac 2022.

Soalannya bagaimana YB kata Booster ini utk gelombang Omicron sedangkan syarikat pengeluar vaksin pun belum keluarkan vaksin khas Omicron? Ini dose ke-4 pula?

Pfizer Omicron: https://t.co/HKy0ZYBgTO",2022-02-10 06:37:32+00:00,in
3455,Udah pada booster belum sih? https://t.co/8s8wprnHX8,2022-02-10 06:36:56+00:00,in
3456,@BuKasunNdeso @micyaeng tp bu adek saya tuh kemarin vaksin booster trus dia meriang itu grgr merindukan kasih sayang apa emg efeknya bisa bikin demam ya? makasi ibu,2022-02-10 06:35:11+00:00,in
3457,/kle ton minta info vaksin booster dong,2022-02-10 06:35:05+00:00,nl
3458,Org takut vaksin? org takut booster? vaksin habis kat klinik wkwkwk,2022-02-10 06:34:29+00:00,in
3459,"Nah, kamu udah ada yang dapet tiket vaksin booster belum? Coba komen di bawah kalau udah dapet!

#airlanggahartarto #KPCPEN #covid #omicron #ppkm #vaksin #booster",2022-02-10 06:33:28+00:00,in
3460,"Tadi double check tanya dokter di puskesmas, kalau lagi hamil boleh vaksin booster nggak. Jawabannya sama, boleh. Asal jangan vaksin Astra Zenecca.",2022-02-10 06:32:57+00:00,in
3461,"Buat kamu yang tinggal di luar Jawa-Bali, hati-hati yaaa! kasus Omicron kayaknya udah mulai menyebar. Tuh liat apa kata Pak Airlangga di gambar. Oiya, salah satu cara biar virus ini gak terlalu membahayakan buat kamu, yaitu dengan ngelakuin vaksin booster. https://t.co/k2Zwq3q3yj",2022-02-10 06:32:41+00:00,in
3462,"Pemkab Purbalingga Prioritaskan Vaksin Booster untuk Kelompok Rentan

https://t.co/pWO95BdGl9",2022-02-10 06:32:02+00:00,in
3463,"Kemarin tanya ke dokter, ibu hamil boleh vaksin booster nggak dok.

Kata dokter, o ya boleh banget. Buat perlindungan. Apalagi sekarang kasus omicron lagi naik.

Terus malah diceritain pengalaman waktu dokter kena covid, nanganin lahiran ibu yang positif covid, dll 😅",2022-02-10 06:30:55+00:00,in
3464,"13.29 #BeritaSONORA - Vaksin Merah Putih Masuk Uji Klinis Tahap Pertama, Menkes: Diproyeksikan Jadi Vaksin Booster  https://t.co/0VpcwvAZmJ
@tribunnews",2022-02-10 06:30:18+00:00,in
3465,"Hari ini, Kamis 10 Feb, PPK Kemayoran melaksanakan vaksinasi booster untuk pejabat dan karyawan PPK Kemayoran.
Kawan Kemayoran, ayo segera vaksin booster di fasilitas kesehatan terdekat. Cegah penyebaran COVID-19 dengan disiplin menerapkan protokol kesehatan dan pola hidup bersih https://t.co/MrzXHd6shS",2022-02-10 06:30:16+00:00,in
3466,"RT @fadhrainbow: @aafaizli @KKMPutrajaya Dr, saya salah sorang yg termasuk dlm statistik tu..HKL reset vaksin dr Pfizer ke Sinovac so total…",2022-02-10 06:30:03+00:00,in
3467,"@humantolol iya anjinggg, agustus baru vaksin booster. ngentot emang",2022-02-10 06:30:02+00:00,in
3468,"RT @SGPPIndonesia: Ayo Vaksin Booster di SGPP! 

SGPP Indonesia bekerjasama dengan Puskesmas Leuwinutug menyelenggarakan #vaksinbooster unt…",2022-02-10 06:29:54+00:00,in
3469,@GibraltarNc @nar_3300 Ga ada vaksin booster ke 2 kan?,2022-02-10 06:29:45+00:00,tr
3470,"Bagi masyarakat di Malang dan sekitarnya, ini ada kesempatan vaksin booster di RSU UMM. Monggo disimak
https://t.co/y2svCVvnOx
@infobatu @infomalang @PemkotMalang @muhammadiyah @UMMcampus @eventmalang @infomalangnet @InfoMalangRaya2 @InfoPandaan @Info_PemkabMlg @radar_malang",2022-02-10 06:28:35+00:00,in
3471,Tangannya vegal bgt setelah vaksin booster 🙂 Syukur hari ini dikasih wfh 😊,2022-02-10 06:27:42+00:00,in
3472,"@humantolol sertif vaksin gue yang pertama kan gak keluar, pas diurus tadi tuh ternyata dari sininya yang gak lapor kali gatau dah bahasanya. jadi harus lapor ulang dan kalaupun udah, gabisa langsung suntik booster, harus nunggu 6 bulan",2022-02-10 06:27:18+00:00,in
3474,"Akhirnya Vaksin Merah Putih Siap Go Internasional, Menkes: Untuk Booster dan Anak #koranjakarta #nasional #covid19 #coronavirus #vaksinmerahputih #vaksincovid-19

https://t.co/jN1apeEPks",2022-02-10 06:26:31+00:00,in
3475,"Vaksin Merah Putih Masuk Uji Klinis Tahap Pertama, Menkes: Diproyeksikan Jadi Vaksin Booster  https://t.co/xtK2uxndZW",2022-02-10 06:25:56+00:00,in
3476,PTFI juga terus mendorong mereka yang memenuhi syarat dan skrg  ini berada di luar Jobsite untuk mendapatkan vaksin booster di lokasi mereka saat ini segera setelah akses tersedia.,2022-02-10 06:25:18+00:00,in
3477,Sertifikat vaksin booster juga bakal diterbitkan secara manual untuk skrg ini dan diunggah di aplikasi PeduliLindungi sesegera mungkin lho,2022-02-10 06:25:17+00:00,in
3478,"Pelayanan vaksin booster Sinopharm ini dilaksanakan mulai Senin, 7 Februari 2022 di Base Camp (Dataran Rendah), Lapangan Tenis Tembagapura dan Lantai 4 Ridge Camp Superblock (Dataran Tinggi) pukul 07.30-16.00 WIT (Senin-Minggu) dengan membawa Kartu Tanda Penduduk (KTP)",2022-02-10 06:25:17+00:00,in
3479,Pemberian vaksin (booster) ini berjenis Sinopharm di Jobsite yg dilaksanakan untuk mereka yang udah menerima vaksin ke-2 Sinopharm dalam enam bulan lalu (tanggal 12 Agustus 2021 atau sebelumnya) nih,2022-02-10 06:25:13+00:00,in
3480,"Ayo Vaksin Booster di SGPP! 

SGPP Indonesia bekerjasama dengan Puskesmas Leuwinutug menyelenggarakan #vaksinbooster untuk masyarakat  pada hari Jumat, 11 Feb 2022. 

*Tidak dipungut biaya dan terbuka untuk umum. 

Untuk informasi lebih lanjut, hubungi +62 858-8141-9324 (Shely) https://t.co/TfwaRUtlGA",2022-02-10 06:24:20+00:00,in
3481,"5. Kemenkumham Sulsel: Perawat Rutan Pinrang Sri Wahyudiningsih katakan,  Efek yang dirasakan beberapa pegawai setelah vaksin booster tangan terasa ngilu , meriang, pusing dan ngantuk. 
@Kemenkumham_RI
@Kumham_Sulsel
#KumhamPasti
#KumhamSulsel",2022-02-10 06:23:14+00:00,in
3483,"arep vaksin booster dino iki, tapi awak gak fit, payah payah https://t.co/oZmo3HwVqy",2022-02-10 06:22:13+00:00,in
3485,"Kehadiran Covid-19 dengan varian baru Omicron, menimbulkan banyak pertanyaan di masyarakat. 

Yuk! Kupas Tuntas Omicron &amp; Vaksin Booster bareng dr. Adam Prabata yang ditemani moderator cantik dr. Syarifah Jannatin Aliyah. 

Don't miss it yaa Sob

#AktivitasTanpaBatas
#Omicron https://t.co/dvTkyG9kO0",2022-02-10 06:21:37+00:00,in
3486,"Kakanwil Kemenkumham Sulsel Harun Sulianto Apresiasi 37 Pegawai Rutan Pinrang Telah Menerima Vaksin Booster
@Kemenkumham_RI
@Kumham_Sulsel
#KumhamPasti
#KumhamSulsel https://t.co/INcZv2z7QP",2022-02-10 06:21:36+00:00,in
3487,"Vaksin booster dapet 1/2 dosis AZ, efek sampingnya delay sekali. 😂

Vaksinnya kemarin pagi, tengah malem baru demam. Tadi pagi sempet turun, siangan dikit demam lagi sampai sekarang dan badan berasa jompo bener alias linu semua  😌",2022-02-10 06:21:00+00:00,in
3488,"Lampung Post Beri Vaksin Booster Karyawan dan Keluarga

Link Video: https://t.co/9jFWmtWk4P
VIDEO: LAMPUNG POST/SENTIA INDRIYANI
#Vaksinbooster #vaksinbostergratis #vaksin #coronaindonesia #covid #omicronvariant #beritaterkini #moderna #lampostco https://t.co/MvY1n48PE2",2022-02-10 06:20:32+00:00,in
3490,Hawaii Batalkan Kewajiban Vaksin “booster” Untuk Turis https://t.co/N8PBj5SzRp via @monitorkota,2022-02-10 06:17:41+00:00,in
3492,@Fhana63258775 Cie ngatain orang budak vaksin tapi booster dah duluan paling ngga dah nunggu2 wkwkwkwkwk munapik,2022-02-10 06:16:56+00:00,in
3493,@tiket Liburlah jika kamu sudah vaksin booster biar liburannya tetap aman bersama @tiket pastinya 😎 #Bulatkantiketmu @verrarha @dela_adel @Destyapermata2,2022-02-10 06:15:54+00:00,in
3494,@tiket Liburlah jika kamu sudah vaksin booster biar liburannya tetap aman bersama @tiket pastinya 😎 #Bulatkantiketmu @sanytiasa @thomasbalducci @celiawowiling,2022-02-10 06:13:34+00:00,in
3495,"Mau nyari booster vaksin morena, biar efikasinya tinggi",2022-02-10 06:12:57+00:00,in
3496,"Bersama Grab, Pemprov Jabar Sediakan Vaksin Booster
 https://t.co/CfdZ7ylYOd https://t.co/ezzuVMxd1Y",2022-02-10 06:12:44+00:00,in
3497,"Sudah dapat vaksin booster? simak ulasan lengkap seputar cara mendaftar hingga mengecek lokasi terdekat
https://t.co/K6Tnn8I7z4
#BeritaTerkini #BeritaTerpopuler #berita #vaksinmalang #VaksinBooster #Vaksin",2022-02-10 06:12:41+00:00,in
3498,@tiket Liburlah jika kamu sudah vaksin booster biar liburannya tetap aman bersama @tiket pastinya 😎 #Bulatkantiketmu @dheramadhan @adaichalagi @prianabayu,2022-02-10 06:12:39+00:00,in
3499,"Tak anti vaksin. Tapi mcm anti booster. Takut side effect tu mengganggu kelancaran kerja dan tugas saya. Tapi fully vaccinated expired Mac ni. Dgn nak konvo lagi, wedding kezen mezen lagi. Hm",2022-02-10 06:12:24+00:00,in
3500,"Jadi saya ke hospital Putrajaya, dan saya perlu mengambil vaksin jenis sinovac di hospital Putrajaya.

Jadiiii, saya nk bertanya, perlu ka lagi saya mngambil booster???",2022-02-10 06:12:05+00:00,in
3501,"Selain Jadi Booster, Vaksin Merah Putih Juga Bakal Dihibahkan ke Negara Sahabat, Terutama di Afrika
 
https://t.co/O3cRqiCJDT lewat @wartakotalive",2022-02-10 06:11:18+00:00,in
3502,vaksin booster gini bgt ya efeknya,2022-02-10 06:09:32+00:00,in
3504,"RT @lampostco: Lampung Post memberikan vaksinasi booster jenis Moderna, kepada karyawan dan keluarga, di Kantor Redaksi Lampung Post, Kamis…",2022-02-10 06:05:58+00:00,in
3505,Kwarcab Kudus menyelenggarakan vaksinasi dosis lanjutan (booster) untuk masyarakat umum pada Kamis (10/2). Dosis vaksin Astrazeneca diberikan kepada seratus peserta vaksinasi yang telah memenuhi syarat vaksin ketiga di Sanggar Kwarcab Kudus. https://t.co/luMeIkFd9O,2022-02-10 06:05:34+00:00,in
3506,"Vaksin Booster di Kota Bekasi, Cek Jadwal dan Lokasinya! - https://t.co/ktn8Uq6paw https://t.co/WADtbtbpxt",2022-02-10 06:03:32+00:00,in
3508,H+1 vaksin booster rasanya 😰😭🥺😓 teparr teparrr,2022-02-10 06:02:52+00:00,in
3509,"@nineelevenpm Wahh, vaksin booster kak??",2022-02-10 06:02:14+00:00,nl
3510,"Penggunaan vaksin Merah Putih masih perlu melalui proses registrasi di WHO untuk uji klinis dan booster.
 https://t.co/3uSgkSvlSr",2022-02-10 06:01:31+00:00,in
3511,Berarti gue vaksin booster bulan 8 dong? Rspad tolol.,2022-02-10 06:01:10+00:00,in
3512,"RT @This_a_this_u: @ProfesorZubairi Eh gmn2.. Bukannya nakes sudah mendapat vaksinasi booster?? 
https://t.co/rbCXZx8amW",2022-02-10 06:00:56+00:00,in
3513,"@UraySriwahyuni @sevhid Ittiba Demokerasi ternyata, udah booster vaksin juga dong?

https://t.co/EDgkutxoSG",2022-02-10 06:00:19+00:00,in
3514,Baru ngerasain ternyata vaksin booster meruba orang menjadi siluman kukang alias lemes bgt Ya Rabb.,2022-02-10 06:00:18+00:00,in
3515,real! yg udah vaksin booster siapa? ada side effectnya ga ya? kya badannya ngerasain apa gt?,2022-02-10 06:00:04+00:00,in
3516,"@z_ze @sashaNHA @AyamAcc NAb org infected &gt;500IU/ml, tahan berbulan2. NAb gemuk diabetes selepas 3bulan 50IU/ml, skrg dah dropped 10 which is already negative. mcm mana vaksin mengurangkan kesan covid tapi yg pernah infected still kena cucuk booster jugak?",2022-02-10 05:58:44+00:00,in
3517,lagi mantengin ig citos jd kl ada vaksin booster disitu lgsg cuusss,2022-02-10 05:58:41+00:00,in
3518,"Tepar habis vaksin booster, melek bentar terus tidur lagi,",2022-02-10 05:58:03+00:00,in
3519,"Cek Lagi, Ini Daftar Jenis dan Dosis Vaksin Booster yang Bisa Didapatkan Masyarakat https://t.co/bfLySFIAw3 https://t.co/tRgecjylvP",2022-02-10 05:57:03+00:00,in
3521,Melakukan pengamanan dan memonitor giat vaksinasi dosis 1  dan II  serta vaksin Booster  di  balai desa melati kec. Perbaungan Kab.sergai. https://t.co/HwnguDp7eI,2022-02-10 05:56:16+00:00,in
3522,"Pedagang Pasar Argosari Terima Vaksin Booster https://t.co/kEtSMA3vNv
#Vaksin #VaksinBooster",2022-02-10 05:56:14+00:00,in
3523,"RT @tni_ad: Anggota Kodim 1508/Tobelo dan Persit KCK Terima Vaksin Booster Pfizer

#TNIADMengabdiDanMembangunBersamaRakyat https://t.co/FWP…",2022-02-10 05:54:43+00:00,in
3524,Vaksin booster astra ✅,2022-02-10 05:53:45+00:00,et
3525,klo vaksin pertama kedua sinovac booster bagusnya yg apa,2022-02-10 05:53:14+00:00,in
3528,"Hambat Gelombang COVID-19 Lanjutan, Ribuan Pedagang Pasar Argosari Mengikuti Vaksin Booster https://t.co/MbrfUDEaPo",2022-02-10 05:50:14+00:00,in
3529,@e100ss https://t.co/pFCsRDP2zq,2022-02-10 05:50:02+00:00,und
3530,"Bulan lalu Gubernur Hawaii David Ige punya wacana mewajibkan turis mendapat vaksin Covid-19 dosis penguat (booster), suntikan vaksin ketiga, bila ingin datang untuk melewati karantina tanpa harus menunjukkan tes Covid sebelum bertolak ke Hawaii.  https://t.co/lh8cpucJA9",2022-02-10 05:48:35+00:00,in
3532,Polres Magelang Gencarkan Vaksin Booster - BorobudurNews https://t.co/qrcsDf4guo,2022-02-10 05:48:02+00:00,in
3533,"Vaksin booster ini aku dikasih astra zeneca (setelah sebelumnya sinovac). Efek sejauh ini perih di bekas suntikan, pegel dan kebas. Karena pada bilang efek AZ lbh ngerepotin dari sinovac, jadi aku beli paracetamol di k24 (merk ini direkomendasikan oleh mas-mas k24) https://t.co/n6PZ8JXXtM",2022-02-10 05:47:14+00:00,in
3535,"KIPI vaksin booster lumayan juga ya, baru berasa pas malamnya.",2022-02-10 05:44:36+00:00,in
3536,"Wisatawan Wajib Vaksin Booster Bila Ingin Liburan ke Negara-negara Ini 

https://t.co/lgGGtUSo4p",2022-02-10 05:43:54+00:00,in
3538,"cwoku: *ngelawak*
cwk lain: “kamu lucu deh”
aku: “KNAPA MUJI MUJI CWK W AN***** MAJU SINI W GATAKUT UDH VAKSIN BOOSTER” https://t.co/7edcKQRHUg",2022-02-10 05:43:05+00:00,in
3539,"H+1 vaksin booster efeknya ahh mantapp. Badan kerasa bnget pegelpegel, pusing banget kepala dipake buat mikir mana lagi kerja jg huuuu",2022-02-10 05:42:30+00:00,in
3541,"Ayo kita vaksin covid19 di Gerai Vaksin Presisi Klinik Bhayangkara Polres Rohil 
Cukup membawa fotocopy KTP/KK
Khusus vaksin dosis 2 &amp; 3 (Booster) mendapatkan minyak goreng gratis
Dan khusus Lansia mendapatkan Beras gratis.
@RTMCRiau 
@irsmm_id 
@HumasPoldaRiau 
@DitlantasR https://t.co/HJ66Fp6N5n",2022-02-10 05:41:35+00:00,in
3542,"nak balik pagi tu, sebab petangnya nak pergi ambil vaksin booster. Barang banyak nak kena simpan dalam stor. Nak dekat 5-6 kali ulang alik stor simpan barang (maklumla perempuan banyak brg😂) Barang2 kawan saya masih dlm bilik, saya dh ws ingatkan utk ambil sbb nak kunci pintu",2022-02-10 05:41:33+00:00,in
3545,"Sebagai buzzer vaksin, aku selalu cek peduli lindungi apa jadwal vaksin booster aku udah keluar atau belum. Ternyata pas semalem cek udah keluar donggg dan langsung cari info bisa vaksin booster dimana. https://t.co/TdPN9jnTRv",2022-02-10 05:40:32+00:00,in
3546,"Yang udah vaksin booster tolong, kenapa ginjal gw krasa sakit, dlu pernah sakit tp hbis vaksin krasa lagi, trus kepala kek sakit bgt pening, sama tulang linu bgt. Nggak bsa tdur kek mau flu, enaknya minum obat apa, smntara dah Paracetamol si",2022-02-10 05:40:27+00:00,in
3547,"Pelancong Wajib Vaksin Booster Bila Ingin Liburan ke Negara-negara Ini

 https://t.co/vbjJTVc5S2",2022-02-10 05:40:25+00:00,in
3549,"RT @detikcom: Vaksin Merah Putih mulai diuji klinis fase 1. Nantinya vaksin ini tak hanya dipakai sebagai booster di RI, tapi juga dihibahk…",2022-02-10 05:40:22+00:00,in
3550,@sukinacherry mamaku habis vaksin booster juga gitu kak. demam gitu terus bawaannya pengen tidur terus,2022-02-10 05:39:42+00:00,in
3551,"Kapolsek Bangun AKP LS GULTOM,SH bersama Anggota melaksanakan monitoring Vaksin Dosis 3 (Booster) kepada Karyawan PTPN IV Marihat.

Adapun Team Nakes dari Team Nakes Klinik Polres Simalungun. https://t.co/3lduPcswAL",2022-02-10 05:39:03+00:00,in
3552,Nakes dan Prajurit Diutamakan Dalam Vaksin Booster https://t.co/GQoXtO6WKN,2022-02-10 05:39:02+00:00,in
3554,"@razif229 @Khairykj @DGHisham @KKMPutrajaya Boleh je masuk sana sini. Bukan tak booster, tak vaksin langsung.",2022-02-10 05:36:59+00:00,in
3555,"@TyasZain Tambahin thread sebelum dan sesudah vaksin aja mba, jd ga pada takut. Yg dr @afrkml bagus itu. Bbrp waktu lalu saya booster pfizer, bekas suntikannya aja yg berasa ""nusuk"" sampai 4 harian. Selebihnya cuma suhu tubuh naik dikiitt, minum air putih sesuai thread udah gpp lg",2022-02-10 05:36:41+00:00,in
3556,"RT @KemnakerRI: @KemnakerRI sedang menyelenggarakan vaksin booster ke-3 untuk para pegawainya nih, dari tanggal 10 - 11 Februari 2021 😊

Ka…",2022-02-10 05:36:35+00:00,in
3557,Baru tau gua AZ bisa vaksin booster. Tadi pake itu.. moga gak teler yak kerjaan masih banyak 😌,2022-02-10 05:36:18+00:00,in
3558,"@PRFMnews miiiin punten, klo vaksin booster di bdg dmn saja selain di puskesmas. Barangkali spt vaksin 1 n 2 ada di banyak  titik

Muhuuuun miin",2022-02-10 05:36:10+00:00,in
3559,Hawaii Batalkan Kewajiban Vaksin Booster Bagi Turis https://t.co/ncW6U9wiem,2022-02-10 05:35:39+00:00,in
3560,"AKU RASA ADA ORANG TAKUT DGN AEFI, sbb sebelum ni ni amik vaksin lain, bila booster cucuk vaksin jenis laon.

First n second dose takde pape. Tak demam tak apa
Bila tang cucuk booster, start AEFI.

So dia salahkan booster sbb deman bla bla. Yihhhh geram",2022-02-10 05:34:55+00:00,in
3561,"mau tanya dong.. kalau udah vaksin pakai sinovac udah 2 dosis, sekarang mau vaksin astra dosis 1 sama 2 lagi. itu boleh gak ya?🙄 
 terus yg booster gimana?

pengen baca artikel atau jurnal cuma malas aja. 
soalnya keluar negara sinovac gak berlaku😭",2022-02-10 05:32:30+00:00,in
